x_est,y_est,z_est,x_mocap, y_mocap, z_mocap, x_uwb, y_uwb, z_mb1202
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.32887268794002e-05,-0.00016047096869442612,5.444717317004688e-05,0.0,0.0,0.0
0.0,0.0,0.0,2.280044645885937e-05,-0.00016095924365799874,5.4935455409577116e-05,0.0,0.0,0.0
0.0,0.0,0.0,2.280044645885937e-05,-0.00016144751862157136,5.591201625065878e-05,0.0,0.0,0.0
0.0,0.0,0.0,2.280044645885937e-05,-0.00016217994561884552,5.591201625065878e-05,0.0,0.0,0.0
0.0,0.0,0.0,2.2312164219329134e-05,-0.0001660862035350874,5.737686296924949e-05,0.0,0.0,0.0
0.0,0.0,0.0,2.1335601559258066e-05,-0.0001717014383757487,5.981826689094305e-05,-0.08493704348802567,0.4929739534854889,0.0
0.0,0.0,0.0,2.0847321138717234e-05,-0.00017145728634204715,5.981826689094305e-05,0.16542820632457733,0.19571533799171448,0.0
0.0,0.0,0.0,2.1335601559258066e-05,-0.0001692600199021399,5.7865141570800915e-05,-0.8183223605155945,0.29515722393989563,0.0
0.0,0.0,0.0,2.0359038899187e-05,-0.0001673069054959342,5.6400298490189016e-05,-0.7144109010696411,1.373686671257019,0.0
0.0,0.0,0.0,2.18238837987883e-05,-0.0001690158824203536,5.444717317004688e-05,-2.451890707015991,2.398200273513794,0.0
0.0,0.0,0.0,1.7429350918973796e-05,-0.00017023658438120037,5.713272184948437e-05,0.30557486414909363,0.7504984140396118,nan
0.0,0.0,0.0,2.0847321138717234e-05,-0.00017414284229744226,5.7865141570800915e-05,-0.33538818359375,0.2254616767168045,nan
