x_est,y_est,z_est,x_mocap, y_mocap, z_mocap, x_uwb, y_uwb, z_mb1202
0.0,0.0,0.0,-1.2222290024510585e-05,1.0421753358969e-05,1.3324737665243447e-05,0.0,0.0,nan
0.0,0.0,0.0,-1.2222290024510585e-05,9.933472028933465e-06,1.4301300325314514e-05,0.0,0.0,nan
0.0,0.0,0.0,-1.1734008694475051e-05,9.445190698897932e-06,1.454544053558493e-05,0.0,0.0,nan
0.0,0.0,0.0,-1.1245727364439517e-05,8.956909368862398e-06,1.454544053558493e-05,0.0,0.0,nan
0.0,0.0,0.0,-1.0757446034403984e-05,8.468628038826864e-06,1.4301300325314514e-05,0.0,0.0,nan
0.0,0.0,0.0,-1.026916470436845e-05,8.468628038826864e-06,1.4789581655350048e-05,0.0,0.0,nan
0.0,0.0,0.0,-9.780883374332916e-06,8.224486919061746e-06,1.5277862985385582e-05,0.0,0.0,nan
0.0,0.0,0.0,-8.80432162375655e-06,9.445190698897932e-06,1.5277862985385582e-05,0.0,0.0,nan
0.0,0.0,0.0,-8.316040293721016e-06,9.201049579132814e-06,1.5277862985385582e-05,0.0,0.0,nan
0.0,0.0,0.0,-8.316040293721016e-06,8.468628038826864e-06,1.6498564946232364e-05,0.0,0.0,nan
0.0,0.0,0.0,-7.827758963685483e-06,8.956909368862398e-06,1.674270606599748e-05,0.0,0.0,nan
0.0,0.0,0.0,-6.851196303614415e-06,9.689330909168348e-06,1.674270606599748e-05,0.0,0.0,nan
0.0,0.0,0.0,-3.43322744811303e-06,9.689330909168348e-06,1.771926872606855e-05,0.0,0.0,nan
0.0,0.0,0.0,-2.4566650154156378e-06,9.445190698897932e-06,1.9428252926445566e-05,0.0,0.0,nan
0.0,0.0,0.0,-2.9449463454511715e-06,8.71276824909728e-06,2.1137237126822583e-05,0.0,0.0,nan
0.0,0.0,0.0,-1.4801025827182457e-06,7.736206498520914e-06,2.211379978689365e-05,0.0,0.0,nan
0.0,0.0,0.0,2.426147375444998e-06,3.341674755574786e-06,2.2602082026423886e-05,0.0,0.0,nan
0.0,0.0,0.0,7.308959993679309e-06,-2.517700295356917e-06,2.4311066226800904e-05,0.0,0.0,nan
0.0,0.0,0.0,9.750366189109627e-06,-7.4005129135912284e-06,2.5775909307412803e-05,0.0,0.0,nan
0.0,0.0,0.0,-6.690979353152215e-05,2.8976441171835177e-05,4.4086456910008565e-05,0.0,0.0,nan
0.0,0.0,0.0,-4.15191643696744e-05,4.118346987525001e-05,7.851028203731403e-05,0.0,0.0,nan
0.0,0.0,0.0,-6.007385309203528e-05,9.245300316251814e-05,0.00015175246517173946,0.0,0.0,nan
0.0,0.0,0.0,-5.226135181146674e-05,0.0001439666812075302,0.00024232864961959422,0.0,0.0,nan
0.0,0.0,0.0,-2.540588320698589e-05,0.00015373229689430445,0.0002655220159795135,0.0,0.0,nan
0.0,0.0,0.0,5.6137083447538316e-05,0.00011344909580657259,0.0002481880073901266,0.0,0.0,nan
0.0,0.0,0.0,2.68402091023745e-05,9.391784988110885e-05,0.000190082544577308,0.0,0.0,nan
0.0,0.0,0.0,3.1234740163199604e-05,5.534362935577519e-05,0.0001375923166051507,0.0,0.0,nan
0.0,0.0,0.0,2.635192868183367e-05,4.142761099501513e-05,0.00011244582856306806,0.0,0.0,nan
0.0,0.0,0.0,2.2933960281079635e-05,3.4103391953976825e-05,9.633255103835836e-05,0.0,0.0,nan
0.0,0.0,0.0,2.0492554540396668e-05,2.7511596272233874e-05,8.510208135703579e-05,0.0,0.0,nan
0.0,0.0,0.0,2.488708560122177e-05,2.409362787147984e-05,6.288528675213456e-05,0.0,0.0,nan
0.0,0.0,0.0,5.418396176537499e-05,4.1915893234545365e-05,2.3334503566729836e-05,0.0,0.0,nan
0.0,0.0,0.0,9.812927601160482e-05,7.43865966796875e-05,-2.0122528439969756e-05,0.0,0.0,nan
0.0,0.0,0.0,0.00012449646601453424,9.269714064430445e-05,-4.429245018400252e-05,0.0,0.0,nan
0.0,0.0,0.0,0.00011863708641612902,8.952331700129434e-05,-4.11186229030136e-05,0.0,0.0,nan
0.0,0.0,0.0,0.00011424255353631452,7.707214535912499e-05,-4.8931120545603335e-05,0.0,0.0,nan
0.0,0.0,0.0,0.00011473083577584475,8.317566243931651e-05,-5.1372528105275705e-05,0.0,0.0,nan
0.0,0.0,0.0,0.00010643005225574598,8.122253348119557e-05,-4.819870082428679e-05,0.0,0.0,nan
0.0,0.0,0.0,8.836364577291533e-05,6.974792631808668e-05,-3.623580778366886e-05,0.0,0.0,nan
0.0,0.0,0.0,7.566833664895967e-05,5.729675467591733e-05,-2.7690886781783774e-05,0.0,0.0,nan
0.0,0.0,0.0,7.46917721698992e-05,5.314636291586794e-05,-2.9399870982160792e-05,0.0,0.0,nan
0.0,0.0,0.0,7.518005440942943e-05,5.6320190196856856e-05,-3.501510582282208e-05,0.0,0.0,nan
0.0,0.0,0.0,5.6137083447538316e-05,1.945495569088962e-05,-1.816940311982762e-05,0.0,0.0,nan
0.0,0.0,0.0,5.125427196617238e-05,-1.2969970839549205e-06,-1.1821746738860384e-05,0.0,0.0,nan
0.0,0.0,0.0,5.125427196617238e-05,1.3885497764931642e-06,-1.3774872059002519e-05,0.0,0.0,nan
0.0,0.0,0.0,4.344177068560384e-05,2.365112322877394e-06,-9.136199878412299e-06,0.0,0.0,nan
0.0,0.0,0.0,3.2211304642260075e-05,-3.2501220630365424e-06,1.411438006471144e-07,0.0,0.0,nan
0.0,0.0,0.0,2.7328491341904737e-05,-1.179504397441633e-05,3.8032530937925912e-06,0.0,0.0,nan
0.0,0.0,0.0,2.5863648261292838e-05,-1.0086059774039313e-05,4.535675088845892e-06,0.0,0.0,nan
